454.0500736	0
463.7702504	0
472.6067747	0
507.0692194	0
536.2297496	0
552.1354934	0
572.4594993	0
576.8842589	0.003676471
579.5417136	0.008088235
581.3220133	0.016911765
581.3350082	0.025735294
583.1250541	0.041176471
583.1445465	0.054411765
584.0541887	0.072058824
584.0834272	0.091911765
584.9995668	0.113970588
585.0353028	0.138235294
585.9644373	0.169117647
586.0164169	0.204411765
586.1171273	0.272794118
586.939054	0.230882353
587.0495105	0.305882353
588.0078836	0.356617647
588.9889977	0.422794118
590.8115308	0.460294118
592.6438101	0.504411765
592.6957897	0.539705882
594.5410638	0.592647059
594.6515204	0.667647059
595.6261371	0.729411765
597.4681625	0.780147059
598.433033	0.835294118
600.2815559	0.890441176
602.9552543	0.905882353
605.6094603	0.908088235
609.1473187	0.910294118
610.921121	0.914705882
613.5720783	0.914705882
616.2262843	0.916911765
618.8772416	0.916911765
621.5346964	0.921323529
625.0725548	0.923529412
628.6071645	0.923529412
631.2646192	0.927941176
633.9155765	0.927941176
636.5665338	0.927941176
639.2239886	0.932352941
642.7585983	0.932352941
646.2964567	0.934558824
650.7179676	0.936764706
656.0231309	0.938970588
660.4478905	0.943382353
664.8661526	0.943382353
669.2844148	0.943382353
672.8222732	0.945588235
677.2470328	0.95
682.5521961	0.952205882
687.8573594	0.954411765
691.3919692	0.954411765
696.6938837	0.954411765
703.7663519	0.956617647
710.8355713	0.956617647
716.1407346	0.958823529
721.4394005	0.956617647
724.9740102	0.956617647
728.5151174	0.961029412
731.1693234	0.963235294
733.8235294	0.965441176
737.3646366	0.969852941
740.902495	0.972058824
745.3272546	0.976470588
749.7455168	0.976470588
753.2833752	0.978676471
759.4721909	0.980882353
764.7773542	0.983088235
770.089015	0.989705882
776.2778307	0.991911765
781.5797453	0.991911765
786.0012562	0.994117647
789.5326172	0.991911765
793.9508793	0.991911765
799.2495452	0.989705882
804.5514598	0.989705882
811.6271766	0.994117647
820.4669497	0.996323529
828.4198215	0.996323529
832.834835	0.994117647
839.9040544	0.994117647
846.0961189	0.998529412
853.168587	1.000735294
859.3574028	1.002941176
862.8887638	1.000735294
869.0678333	0.996323529
873.4828467	0.994117647
877.0142077	0.991911765
881.4292212	0.989705882
884.9573334	0.985294118
888.4854457	0.980882353
890.2462531	0.976470588
893.7711167	0.969852941
898.1796327	0.963235294
902.5848999	0.954411765
906.1065148	0.945588235
908.7412285	0.934558824
912.2628433	0.925735294
916.6648618	0.914705882
920.1832279	0.903676471
923.6983453	0.890441176
926.3363077	0.881617647
928.0906177	0.872794118
931.6024864	0.857352941
935.1111063	0.839705882
938.6294724	0.828676471
942.1413411	0.813235294
946.5336134	0.795588235
948.281426	0.782352941
951.7867972	0.7625
956.1758208	0.742647059
959.6844408	0.725
962.3094083	0.707352941
966.6951832	0.685294118
969.316902	0.665441176
971.9418695	0.647794118
975.4504895	0.630147059
977.2015507	0.619117647
978.952612	0.608088235
980.6971758	0.592647059
984.1960496	0.568382353
985.9373646	0.550735294
988.5655809	0.535294118
990.306896	0.517647059
993.8057697	0.493382353
996.4242398	0.471323529
998.1688036	0.455882353
1000.787274	0.433823529
1003.408992	0.413970588
1006.03396	0.396323529
1007.76228	0.369852941
1007.775275	0.378676471
1009.51659	0.361029412
1011.2709	0.352205882
1013.012215	0.334558824
1014.766525	0.325735294
1016.514338	0.3125
1018.245907	0.288235294
1018.265399	0.301470588
1019.119813	0.281617647
1020.88062	0.277205882
1022.625184	0.261764706
1022.63493	0.268382353
1024.382743	0.255147059
1026.130555	0.241911765
1029.635927	0.222058824
1031.377242	0.204411765
1033.131552	0.195588235
1035.772763	0.188970588
1036.636923	0.175735294
1038.391233	0.166911765
1040.142294	0.155882353
1043.663909	0.147058824
1045.421468	0.140441176
1047.182275	0.136029412
1048.936585	0.127205882
1050.690895	0.118382353
1053.332106	0.111764706
1055.96682	0.100735294
1059.481937	0.0875
1063.887204	0.078676471
1068.29572	0.072058824
1071.817335	0.063235294
1077.106255	0.054411765
1084.162479	0.045588235
1090.341549	0.041176471
1095.630469	0.032352941
1101.80629	0.025735294
1109.746167	0.016911765
1115.921987	0.010294118
1122.978212	0.001470588
1129.157281	0
